run_id,scheduled_order,arm,status,seed,model,model_reasoning_effort,provider_mode,parser_correct,parser_status,strict_correct,contains_21,contains_516_text,final_integer_candidate,final_text_sha256,final_text_length,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,wall_ms,ttft_ms,ttft_kind,first_json_event_ms,first_final_message_ms,tokens_per_second,prompt_sha256,agents_sha256,process_start_at,process_end_at
run-0050-control,50,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,27,b54d2d82c69eb95fef5fbeb44e61927e6c570c292e1149ec74fcc5669aa0ae46,570,11379,11136,915,516,True,True,1,0,26240,24595,final_message,427,24595,34.8704268292683,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:18:38.447162Z,2026-06-29T06:19:04.687417Z
run-0051-control,51,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,27,048157a7eb51deff68599e729fccf2be2fc93007e5b9586497ebcb5acfd673ce,520,11379,11136,897,516,True,True,1,0,21758,20004,final_message,590,20004,41.2262156448203,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:18:39.685073Z,2026-06-29T06:19:01.443345Z
run-0052-treatment,52,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,215be35839f099945ada4fecd2878a0a4035d98f108830c9b8d288e9dd3da950,240,11394,9088,5872,5696,False,True,11,0,112607,112192,final_message,760,112192,52.1459589545943,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:19:01.445269Z,2026-06-29T06:20:54.052082Z
run-0053-treatment,53,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,41a849218e9252278d6149f456f35a43f4115594dce6f7d677270667ebff90e6,293,11394,9088,2803,2588,False,True,5,0,56245,54565,final_message,870,54565,49.83554093697218,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:19:01.460402Z,2026-06-29T06:19:57.705717Z
run-0054-control,54,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,216fe050caac4be79058f06fc84c235b4daf49b753f1ee1d00c9e55ea22fc22c,191,11379,11136,657,516,True,True,1,0,16929,15380,final_message,428,15380,38.80914407230197,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:19:04.689316Z,2026-06-29T06:19:21.617941Z
run-0055-control,55,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,7e869c335d26a3b65561dde5261a272fec71179d5f8c7fde1f7505e8ba49b90a,257,11379,9088,7477,7250,False,True,14,0,142584,22723,final_message,515,22723,52.439263872524265,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:19:05.157847Z,2026-06-29T06:21:27.741681Z
run-0056-treatment,56,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,08eb181bf3a51894019d05e277a34025f51ff57758ad0c81ae645040abbdcf7f,339,11394,9088,762,516,True,True,1,0,34795,32958,final_message,316,32958,21.89969823250467,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:19:21.619059Z,2026-06-29T06:19:56.414194Z
run-0057-treatment,57,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,41a1e509d036faa4a7b83d518a907c619474c28334c8b31bbb651dd32578e9b8,237,11394,11136,5355,5178,False,True,10,0,133797,133417,final_message,513,133417,40.02331890849571,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:19:32.916311Z,2026-06-29T06:21:46.713121Z
run-0058-control,58,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,c711f29f0ac6998fb6f9aceb0dc9cc6832ba33b493e94c36d5b0869d919a3e3b,392,11379,9088,803,516,True,True,1,0,21191,19393,final_message,362,19393,37.893445330564866,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:19:56.415305Z,2026-06-29T06:20:17.606117Z
run-0059-treatment,59,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,7e84c104ff40d3438075ca29f5ddbf8a9cc63a6e4b057855658fef63da391744,418,11394,9088,816,516,True,True,1,0,20187,18379,final_message,512,18379,40.422053796998064,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:19:57.707054Z,2026-06-29T06:20:17.893849Z
run-0060-control,60,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,1b04df29d1fbefb798d9730d9104ef042c3709f51b5fdd4a799176c312e976a4,296,11379,9088,6430,6214,False,True,12,0,123321,122980,final_message,294,122980,52.14034917005214,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:20:00.503252Z,2026-06-29T06:22:03.824743Z
run-0061-treatment,61,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,2b9a3cc62927d02eac7cd823fdb002f355320764e458d149b0768f84011da346,240,11394,9088,5873,5696,False,True,11,0,110194,109858,final_message,581,109858,53.29691271757083,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:20:17.607401Z,2026-06-29T06:22:07.801634Z
run-0062-control,62,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,967c08f34faa0d4fd099ca8cafeb04dd51b83d3a224ac538fd035580206c9fcc,353,11379,11136,745,516,True,True,1,0,21778,20217,final_message,1007,20217,34.20883460372853,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:20:17.728333Z,2026-06-29T06:20:39.506156Z
run-0063-treatment,63,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ad6a9b822e18509b9fdb0823d3d6f0e93ae661fa79c795eafcc257cfd0bbfc18,310,11394,9088,736,516,True,True,1,0,18983,17479,final_message,1064,17479,38.771532423747566,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:20:17.900861Z,2026-06-29T06:20:36.883866Z
run-0064-control,64,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,8344dc9510999b7c4a702917a43a0b5f579a6d0cb36e12a5ff17d28b54a81bf0,429,11379,11136,821,516,True,True,1,0,22265,20758,final_message,555,20758,36.87401751628116,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:20:36.885051Z,2026-06-29T06:20:59.149581Z
run-0065-treatment,65,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,c5ec6149d2182580257b6a1c2d2eb15b5ee23138f3bd3cb50a5919686865ce2a,279,11394,9088,5379,5178,False,True,10,0,103807,103476,final_message,390,103476,51.81731482462647,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:20:39.507260Z,2026-06-29T06:22:23.314493Z
run-0066-control,66,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,28,3b886720d2550626732d64cb0cd69e8436c53bcb9b80fbdefb89fd3e090328a9,484,11379,11136,866,516,True,True,1,0,22350,20494,final_message,348,20494,38.74720357941834,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:20:54.053196Z,2026-06-29T06:21:16.403096Z
run-0067-treatment,67,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,9bf61b73cd3264360221c3c0e538e8995e6dac19b9852999c1da9719f4c94469,305,11394,11136,3320,3106,False,True,6,0,65900,65513,final_message,326,65513,50.3793626707132,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:20:54.759961Z,2026-06-29T06:22:00.660125Z
run-0068-control,68,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,0e949b60cce88e1936efe7dae323a071df57b57a5022b16aea92ee6cca5c4f72,296,11379,9088,3320,3106,False,True,6,0,64039,63696,final_message,367,63696,51.84340792329674,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:20:59.150777Z,2026-06-29T06:22:03.189953Z
run-0069-control,69,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,9c76a7053d737818f62f7f63ec72b409cbf2311e7134f753384d8230aa336ee4,283,11379,9088,718,516,True,True,1,0,18526,16819,final_message,385,16819,38.756342437655185,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:21:16.404317Z,2026-06-29T06:21:34.930430Z
run-0070-treatment,70,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,bf2cc06091f2a368d80edfd0da26157e85aa1125cd4e68a95328e7fc999e34d9,347,11394,9088,6983,6732,False,True,13,0,133237,132876,final_message,407,132876,52.41036648978888,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:21:27.742793Z,2026-06-29T06:23:40.980203Z
run-0071-treatment,71,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,133b9be9f860454f4e186f6ef30837f2c006bdce05b0c5c9df09ce32f0fbd64a,243,11394,11136,4839,4660,False,True,9,0,91526,91154,final_message,333,91154,52.87022266896838,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:21:34.931511Z,2026-06-29T06:23:06.457101Z
run-0072-control,72,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,80502d9a45e9749e5ed343cb6f1855c1748b189eb2c9208577c95b6ff8f6bea2,588,11379,9088,930,516,True,True,1,0,22439,20890,final_message,325,20890,41.44569722358394,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:21:46.714213Z,2026-06-29T06:22:09.152969Z
run-0073-treatment,73,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,0b03723af21562cdce2260b140b04f91dc2a76552184428e1bb60917cf793957,306,11394,9088,734,516,True,True,1,0,23052,21529,final_message,844,21529,31.841055006073226,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:00.662616Z,2026-06-29T06:22:23.714660Z
run-0074-control,74,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,30,8af113b50b1028c366504de6ec455ffb5c1685338e9eaf5efa5e4e09fd74e54d,265,11379,9088,702,516,True,True,1,0,25791,22790,final_message,443,22790,27.218797254856344,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:03.191048Z,2026-06-29T06:22:28.982256Z
run-0075-control,75,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,848f92b3e6cf44a82fb4e306bbd4528edc3cac5287185ac53d00568062e8b9d8,301,11379,9088,734,516,True,True,1,0,21464,19953,final_message,467,19953,34.196794632873655,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:03.826766Z,2026-06-29T06:22:25.290831Z
run-0076-treatment,76,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,3164ad581428e80c845c324bdd908e6388daf46b2942b88f2036b83b77dff0dc,235,11394,11136,6900,6732,False,True,13,0,128714,128335,final_message,454,128335,53.60722221358982,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:07.802792Z,2026-06-29T06:24:16.517173Z
run-0077-treatment,77,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,6b31a7fdfbfa042eb0bc64e48ab000cbfaab5558a4c9224c1d77aa2a9079bce3,261,11394,11136,703,516,True,True,1,0,27097,17360,final_message,390,17360,25.943831420452447,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:09.154283Z,2026-06-29T06:22:36.251001Z
run-0078-control,78,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,2c17f604cdfaef72f4b37e00558cd9b4600f7ea379325b95cc2e7c9004460b73,337,11379,9088,759,516,True,True,1,0,22485,17429,final_message,367,17429,33.755837224816545,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:23.315690Z,2026-06-29T06:22:45.800861Z
run-0079-control,79,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,73be63405253c74dfd360a4b40b30355bb3e0fa62c2602482df6b0328fc06f8d,586,11379,9088,949,516,True,True,1,0,89586,89226,final_message,534,89226,10.593173040430425,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:23.717436Z,2026-06-29T06:23:53.303126Z
run-0080-treatment,80,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,192be81d62b4dcaeb0d238e376fb27f4621436b499f0f39c953166faf35137d3,273,11394,9088,2786,2588,False,True,5,0,63007,62655,final_message,381,62655,44.21730918786802,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:25.292121Z,2026-06-29T06:23:28.298922Z
run-0081-control,81,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,35,e7f7f4dfa396ead8377bafe8e0c6acd4f0ea4e9257ee9e5af57add1e2be3075d,446,11379,11136,844,516,True,True,1,0,21024,19562,final_message,420,19562,40.144596651445966,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:28.983683Z,2026-06-29T06:22:50.007247Z
run-0082-treatment,82,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,2f46ae1ff1c0d5bb2a97556496c3824ea2ac7eb148604e28f09ba713df09e3d1,298,11394,9088,5922,5696,False,True,11,0,112389,111957,final_message,337,111957,52.69198942957051,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:36.252098Z,2026-06-29T06:24:28.640660Z
run-0083-treatment,83,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,898532ad6dc34305e99eb220b6536f7861a4551af96801fc5840170e3e8b7461,268,11394,11136,708,516,True,True,1,0,17828,16278,final_message,390,16278,39.71281130805475,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:22:45.801959Z,2026-06-29T06:23:03.630427Z
run-0084-control,84,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,02b0b65caa66532a81fbcfa00077b4a7a30e7e3eb82852231e9405d7e9f25b34,251,11379,11136,703,516,True,True,1,0,21045,19521,final_message,312,19521,33.40460917082442,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:22:50.008952Z,2026-06-29T06:23:11.053684Z
run-0085-treatment,85,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,271c801cc29e6872acf37b727ac5245354e0bee854e3ca553ded2ce7d452a0c7,381,11394,9088,800,516,True,True,1,0,23518,22028,final_message,366,22028,34.01649800153074,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:03.631537Z,2026-06-29T06:23:27.149468Z
run-0086-control,86,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,a95d6b8252b69df1684c4aac5a4edbffd29adfba213a31506034e5e6198967ff,577,11379,11136,939,516,True,True,1,0,26495,25081,final_message,488,25081,35.44064917909039,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:23:06.459033Z,2026-06-29T06:23:32.953815Z
run-0087-control,87,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,0cff66936b17d8dd790772e22c869c832bd31cfc0ac2d9f09f272a03f8bc98b3,669,11379,9088,974,516,True,True,1,0,23988,22442,final_message,494,22442,40.60363515090879,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:23:11.055018Z,2026-06-29T06:23:35.043259Z
run-0088-treatment,88,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,b7e5296cdf9fe98adb951ae0dc31e06b4b2bee9a86e3429a7d88ffd0e1edce69,280,11394,11136,724,516,True,True,1,0,18356,16828,final_message,324,16828,39.44214425800828,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:27.150615Z,2026-06-29T06:23:45.506828Z
run-0089-control,89,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,95e9220fd88107071d6dc29f2e9970ce3aa215edf1c1ed743de6338f493503f0,705,11379,9088,1018,516,True,True,1,0,23804,22260,final_message,477,22260,42.76592169383297,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:23:28.300302Z,2026-06-29T06:23:52.104361Z
run-0090-treatment,90,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,5cc8c15f8166f5386dcc142de54a5b884b97435d37d5edbb2bfd023e13e65b11,725,11394,9088,1035,516,True,True,1,0,28002,25893,final_message,365,25893,36.96164559674309,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:32.955041Z,2026-06-29T06:24:00.956705Z
run-0091-control,91,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,7272af62c3cec16ec81c772a9540ecfef1218b89577ec049f31c512166d8e065,301,11379,11136,3884,3624,False,True,7,0,77605,16908,final_message,536,16908,50.04832162876103,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:23:35.044480Z,2026-06-29T06:24:52.649485Z
run-0092-treatment,92,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,20294b0e366fcc103dc10232256f068230b392ea7bd20632b9b917109f6076aa,346,11394,9088,10616,10358,False,True,20,0,204470,203043,final_message,452,203043,51.91959700689588,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:40.981334Z,2026-06-29T06:27:05.451326Z
run-0093-control,93,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,23,a9ad5cf3a363a50e6ad56cdd6d62a70318d70a334187e72fbe4ec3f8ab415cf8,552,11379,9088,916,516,True,True,1,0,21793,20086,final_message,526,20086,42.031845087872256,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:23:45.508600Z,2026-06-29T06:24:07.301315Z
run-0094-treatment,94,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,7feb5ffd4a7428aff9a575219dacfc74ba885a2ed08abd925b445e0508afb4f6,398,11394,11136,4276,3985,False,False,,-157,85261,84927,final_message,299,84927,50.15188656009195,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:52.105505Z,2026-06-29T06:25:17.366739Z
run-0095-treatment,95,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,37766f8d2e249a7f080503294d3448c4e7c68c5bad4f45ea8fced768555191f7,248,11394,11136,7434,7250,False,True,14,0,146373,145986,final_message,380,145986,50.788055174109985,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:23:53.304386Z,2026-06-29T06:26:19.677030Z
run-0096-control,96,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,27,73bdb5b900a8809c09f1c65dfd7e903a547f34be7b7519b7fba6489f23a70afb,282,11379,11136,717,516,True,True,1,0,20136,18329,final_message,1186,18329,35.60786650774732,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:44:00.839859Z,2026-06-29T06:44:20.976225Z
run-0097-control,97,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ebe0047ceadda19c8bd6d3959ec29fecea3c1563b80258610b46c1816c81611c,227,11379,11136,1193,1034,False,True,2,0,26577,24870,final_message,399,24870,44.888437370658835,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:24:07.302439Z,2026-06-29T06:24:33.879353Z
run-0098-treatment,98,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,5e8cdb00740ed872b2fddc6c500fdc2e72ad5db502a3a86a747b67e32531cd60,233,11394,9088,4835,4660,False,True,9,0,91229,90898,final_message,720,90898,52.998498284536716,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:24:16.529597Z,2026-06-29T06:25:47.758350Z
run-0099-control,99,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,f6ad4364bdbcbac54d78fd59812d0455ec32c9fa514c5f763f4d2bc5a6ed9257,468,11379,11136,838,516,True,True,1,0,21013,18798,final_message,340,18798,39.88007423975634,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:24:28.641756Z,2026-06-29T06:24:49.654950Z
